Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
21224,3/5/2023,12772,8.71000003814697,8.71000003814697,0,0.629999995231628,2.85999989509583,5.19999980926514,0,10,94,395,481,2986,,1429,1115,81
21224,3/6/2023,16282,11.1000003814697,11.1000003814697,0,0.25,0.600000023841858,10.2200002670288,0,6,40,634,155,3383,,1429,1345,82
21224,3/7/2023,12911,8.80000019073486,8.80000019073486,0,0.029999999329448,0.239999994635582,8.52000045776367,0,1,32,518,424,3074,,1429,1113,84
21224,3/8/2023,13744,9.36999988555908,9.36999988555908,0,0.25,0.100000001490116,9,0,3,12,553,371,2939,,1429,955,85
21224,3/9/2023,15266,10.4099998474121,10.4099998474121,0,0,0.77999997138977,9.60000038146973,0,0,36,555,406,3100,,1429,1102,84
21224,3/10/2023,11605,7.90999984741211,7.90999984741211,0,0.070000000298023,0.6700000166893,7.15999984741211,0,4,52,480,442,3039,,1429,1103,86
21224,3/11/2023,6280,4.28000020980835,4.28000020980835,0,0.019999999552965,0.479999989271164,3.76999998092651,0,2,97,355,395,2811,,1429,965,83
21224,3/12/2023,3198,2.1800000667572,2.1800000667572,0,0.03999999910593,0.230000004172325,1.89999997615814,0,1,13,159,714,1969,,1429,323,83
21224,3/13/2023,10286,7.01000022888184,7.01000022888184,0.375,0.219999998807907,1.03999996185303,5.59000015258789,0.150000005960464,7,30,355,586,2626,,1429,782,85
21224,3/14/2023,8934,6.09000015258789,6.09000015258789,0,0,0,6.07999992370605,0,0,0,406,361,2565,,1429,748,85
21224,3/15/2023,5660,3.85999989509583,3.85999989509583,0,0.079999998211861,0.230000004172325,3.53999996185303,0,2,7,319,834,2402,,1429,505,87
21224,3/16/2023,3735,2.54999995231628,2.54999995231628,0,0,0,2.53999996185303,0,0,0,208,1126,1994,,1429,302,87
21224,3/17/2023,684,0.479999989271164,0.479999989271164,0,0,0,0.479999989271164,0,0,0,24,477,1487,,1429,36,
21224,3/18/2023,7408,5.05000019073486,5.05000019073486,0,0.029999999329448,0.119999997317791,4.8899998664856,0,2,6,390,650,2582,,1429,694,85
21224,3/19/2023,5408,3.69000005722046,3.69000005722046,0,0,0,3.6800000667572,0,0,0,279,491,2019,,1263,416,83
21224,3/20/2023,0,0,0,0,0,0,0,0,0,0,0,1440,0,,0,0,
