Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
21101,2/28/2023 12:00:00 AM,1,460,488
21101,3/1/2023 12:00:00 AM,1,353,383
21101,3/2/2023 12:00:00 AM,1,450,477
21101,3/3/2023 12:00:00 AM,1,344,399
21101,3/4/2023 12:00:00 AM,1,263,287
21101,3/5/2023 12:00:00 AM,1,446,464
21101,3/6/2023 12:00:00 AM,1,366,384
21101,3/7/2023 12:00:00 AM,1,467,490
21101,3/9/2023 12:00:00 AM,2,304,323
21101,3/10/2023 12:00:00 AM,1,432,515
21101,3/11/2023 12:00:00 AM,1,55,65
21101,3/13/2023 12:00:00 AM,1,387,409
21101,3/15/2023 12:00:00 AM,1,417,443
21101,3/16/2023 12:00:00 AM,1,295,310
21101,3/17/2023 12:00:00 AM,2,378,416
21101,3/18/2023 12:00:00 AM,2,532,553
21101,3/19/2023 12:00:00 AM,1,267,300
21101,3/20/2023 12:00:00 AM,1,493,556
21101,3/21/2023 12:00:00 AM,1,554,590
21101,3/22/2023 12:00:00 AM,1,438,479
21102,3/3/2023 12:00:00 AM,1,175,181
21102,3/8/2023 12:00:00 AM,1,127,136
21103,3/1/2023 12:00:00 AM,1,544,604
21103,3/2/2023 12:00:00 AM,1,515,547
21103,3/3/2023 12:00:00 AM,1,477,512
21103,3/4/2023 12:00:00 AM,1,649,683
21103,3/5/2023 12:00:00 AM,1,460,470
21103,3/6/2023 12:00:00 AM,1,561,580
21103,3/7/2023 12:00:00 AM,1,371,396
21103,3/8/2023 12:00:00 AM,1,626,714
21103,3/9/2023 12:00:00 AM,1,403,421
21103,3/10/2023 12:00:00 AM,1,450,462
21103,3/11/2023 12:00:00 AM,1,554,560
21103,3/12/2023 12:00:00 AM,1,734,786
21103,3/13/2023 12:00:00 AM,1,475,491
21103,3/14/2023 12:00:00 AM,1,496,526
21103,3/16/2023 12:00:00 AM,1,457,479
21103,3/17/2023 12:00:00 AM,1,474,500
21103,3/18/2023 12:00:00 AM,1,470,508
21103,3/19/2023 12:00:00 AM,1,566,578
21103,3/20/2023 12:00:00 AM,1,428,449
21103,3/22/2023 12:00:00 AM,1,421,436
21104,3/2/2023 12:00:00 AM,3,488,527
21104,3/3/2023 12:00:00 AM,1,571,598
21104,3/4/2023 12:00:00 AM,1,597,646
21104,3/5/2023 12:00:00 AM,1,340,388
21104,3/6/2023 12:00:00 AM,2,574,601
21104,3/7/2023 12:00:00 AM,1,268,280
21104,3/8/2023 12:00:00 AM,1,405,433
21104,3/9/2023 12:00:00 AM,2,355,366
21104,3/11/2023 12:00:00 AM,2,653,680
21104,3/12/2023 12:00:00 AM,2,674,695
21104,3/13/2023 12:00:00 AM,1,357,403
21104,3/14/2023 12:00:00 AM,2,523,540
21104,3/15/2023 12:00:00 AM,1,336,368
21104,3/16/2023 12:00:00 AM,2,437,460
21104,3/17/2023 12:00:00 AM,1,414,473
21104,3/18/2023 12:00:00 AM,1,443,462
21104,3/19/2023 12:00:00 AM,1,531,555
21104,3/20/2023 12:00:00 AM,1,349,365
21111,2/28/2023 12:00:00 AM,1,561,584
21111,3/1/2023 12:00:00 AM,1,545,576
21111,3/2/2023 12:00:00 AM,1,540,561
21111,3/3/2023 12:00:00 AM,1,870,912
21111,3/4/2023 12:00:00 AM,1,683,714
21111,3/5/2023 12:00:00 AM,1,515,547
21111,3/6/2023 12:00:00 AM,1,410,442
21111,3/7/2023 12:00:00 AM,1,412,443
21111,3/8/2023 12:00:00 AM,2,469,527
21111,3/9/2023 12:00:00 AM,1,487,514
21111,3/10/2023 12:00:00 AM,1,455,477
21111,3/11/2023 12:00:00 AM,1,512,562
21111,3/12/2023 12:00:00 AM,1,778,826
21111,3/13/2023 12:00:00 AM,1,521,566
21111,3/14/2023 12:00:00 AM,1,485,505
21111,3/15/2023 12:00:00 AM,1,536,568
21111,3/16/2023 12:00:00 AM,1,497,534
21111,3/17/2023 12:00:00 AM,1,526,551
21111,3/18/2023 12:00:00 AM,1,478,541
21111,3/19/2023 12:00:00 AM,1,674,704
21111,3/20/2023 12:00:00 AM,1,416,436
21111,3/21/2023 12:00:00 AM,1,657,720
21111,3/22/2023 12:00:00 AM,1,570,602
21112,2/28/2023 12:00:00 AM,1,461,477
21112,3/1/2023 12:00:00 AM,1,398,444
21112,3/2/2023 12:00:00 AM,1,405,415
21112,3/3/2023 12:00:00 AM,1,511,602
21112,3/4/2023 12:00:00 AM,1,396,423
21112,3/5/2023 12:00:00 AM,1,385,421
21112,3/6/2023 12:00:00 AM,1,420,466
21112,3/7/2023 12:00:00 AM,1,473,485
21112,3/8/2023 12:00:00 AM,1,435,462
21112,3/9/2023 12:00:00 AM,1,470,488
21112,3/10/2023 12:00:00 AM,1,340,393
21112,3/11/2023 12:00:00 AM,1,402,411
21112,3/12/2023 12:00:00 AM,2,444,472
21112,3/13/2023 12:00:00 AM,1,403,425
21112,3/14/2023 12:00:00 AM,1,417,433
21112,3/15/2023 12:00:00 AM,1,434,467
21112,3/16/2023 12:00:00 AM,1,478,493
21112,3/17/2023 12:00:00 AM,1,347,363
21112,3/18/2023 12:00:00 AM,1,511,542
21112,3/19/2023 12:00:00 AM,2,456,488
21112,3/20/2023 12:00:00 AM,1,466,494
21112,3/21/2023 12:00:00 AM,1,479,506
21112,3/22/2023 12:00:00 AM,1,349,362
21113,2/28/2023 12:00:00 AM,1,461,490
21113,3/1/2023 12:00:00 AM,1,459,479
21113,3/2/2023 12:00:00 AM,1,493,544
21113,3/3/2023 12:00:00 AM,2,353,373
21113,3/4/2023 12:00:00 AM,1,557,563
21113,3/5/2023 12:00:00 AM,1,253,258
21113,3/6/2023 12:00:00 AM,1,468,489
21113,3/7/2023 12:00:00 AM,1,462,491
21113,3/8/2023 12:00:00 AM,1,401,419
21113,3/9/2023 12:00:00 AM,1,422,438
21113,3/10/2023 12:00:00 AM,3,718,743
21113,3/11/2023 12:00:00 AM,1,297,345
21113,3/12/2023 12:00:00 AM,1,444,490
21113,3/13/2023 12:00:00 AM,2,392,417
21113,3/14/2023 12:00:00 AM,1,421,435
21113,3/15/2023 12:00:00 AM,1,440,465
21113,3/16/2023 12:00:00 AM,1,371,381
21113,3/17/2023 12:00:00 AM,1,465,485
21113,3/18/2023 12:00:00 AM,1,432,439
21113,3/19/2023 12:00:00 AM,1,331,353
21113,3/20/2023 12:00:00 AM,1,536,561
21113,3/21/2023 12:00:00 AM,1,489,514
21113,3/22/2023 12:00:00 AM,1,391,405
21114,2/28/2023 12:00:00 AM,1,386,409
21114,3/1/2023 12:00:00 AM,1,380,409
21114,3/2/2023 12:00:00 AM,1,429,479
21114,3/3/2023 12:00:00 AM,1,384,424
21114,3/4/2023 12:00:00 AM,1,474,532
21114,3/5/2023 12:00:00 AM,1,433,489
21114,3/6/2023 12:00:00 AM,1,482,557
21114,3/7/2023 12:00:00 AM,1,420,498
21114,3/8/2023 12:00:00 AM,1,400,457
21114,3/9/2023 12:00:00 AM,1,313,357
21114,3/11/2023 12:00:00 AM,1,406,433
21114,3/14/2023 12:00:00 AM,1,426,429
21114,3/15/2023 12:00:00 AM,2,589,608
21114,3/18/2023 12:00:00 AM,1,451,453
21114,3/19/2023 12:00:00 AM,1,519,528
21114,3/21/2023 12:00:00 AM,1,547,547
21114,3/22/2023 12:00:00 AM,1,80,80
21115,2/28/2023 12:00:00 AM,1,361,375
21115,3/1/2023 12:00:00 AM,2,268,283
21115,3/2/2023 12:00:00 AM,1,470,508
21115,3/3/2023 12:00:00 AM,1,454,504
21115,3/4/2023 12:00:00 AM,1,524,534
21115,3/5/2023 12:00:00 AM,2,353,373
21115,3/6/2023 12:00:00 AM,1,433,471
21115,3/7/2023 12:00:00 AM,1,460,493
21115,3/8/2023 12:00:00 AM,1,417,433
21115,3/9/2023 12:00:00 AM,1,596,683
21115,3/10/2023 12:00:00 AM,1,358,406
21115,3/11/2023 12:00:00 AM,2,435,460
21115,3/12/2023 12:00:00 AM,2,370,396
21115,3/13/2023 12:00:00 AM,1,460,487
21115,3/17/2023 12:00:00 AM,1,595,634
21115,3/18/2023 12:00:00 AM,1,505,562
21115,3/19/2023 12:00:00 AM,1,421,470
21115,3/20/2023 12:00:00 AM,1,418,443
21115,3/22/2023 12:00:00 AM,1,466,516
21116,2/28/2023 12:00:00 AM,1,477,502
21116,3/1/2023 12:00:00 AM,1,446,463
21116,3/2/2023 12:00:00 AM,1,412,433
21116,3/4/2023 12:00:00 AM,1,533,590
21116,3/5/2023 12:00:00 AM,1,128,138
21116,3/6/2023 12:00:00 AM,1,327,365
21116,3/8/2023 12:00:00 AM,1,358,375
21116,3/9/2023 12:00:00 AM,1,448,468
21116,3/11/2023 12:00:00 AM,2,442,466
21116,3/12/2023 12:00:00 AM,1,699,756
21116,3/13/2023 12:00:00 AM,1,437,459
21116,3/14/2023 12:00:00 AM,1,291,303
21116,3/15/2023 12:00:00 AM,1,455,462
21116,3/17/2023 12:00:00 AM,1,422,443
21116,3/18/2023 12:00:00 AM,1,257,264
21117,3/8/2023 12:00:00 AM,2,410,428
21117,3/9/2023 12:00:00 AM,1,76,76
21117,3/11/2023 12:00:00 AM,1,257,332
21118,3/4/2023 12:00:00 AM,1,234,240
21118,3/5/2023 12:00:00 AM,2,479,506
21119,2/28/2023 12:00:00 AM,2,467,509
21119,3/1/2023 12:00:00 AM,1,95,103
21119,3/2/2023 12:00:00 AM,1,364,388
21119,3/3/2023 12:00:00 AM,2,534,580
21119,3/4/2023 12:00:00 AM,2,379,420
21119,3/5/2023 12:00:00 AM,1,574,624
21119,3/6/2023 12:00:00 AM,1,466,503
21119,3/7/2023 12:00:00 AM,1,446,502
21119,3/8/2023 12:00:00 AM,1,402,445
21119,3/9/2023 12:00:00 AM,1,479,511
21119,3/10/2023 12:00:00 AM,1,413,462
21119,3/11/2023 12:00:00 AM,2,492,535
21119,3/12/2023 12:00:00 AM,1,373,414
21119,3/13/2023 12:00:00 AM,1,213,232
21119,3/14/2023 12:00:00 AM,1,513,557
21119,3/15/2023 12:00:00 AM,3,433,463
21119,3/17/2023 12:00:00 AM,1,421,467
21119,3/18/2023 12:00:00 AM,1,674,727
21119,3/19/2023 12:00:00 AM,1,260,266
21119,3/20/2023 12:00:00 AM,1,553,613
21119,3/21/2023 12:00:00 AM,1,341,372
21119,3/22/2023 12:00:00 AM,1,462,529
21120,2/28/2023 12:00:00 AM,1,536,562
21120,3/1/2023 12:00:00 AM,1,418,447
21120,3/2/2023 12:00:00 AM,1,460,497
21120,3/3/2023 12:00:00 AM,1,398,437
21120,3/4/2023 12:00:00 AM,1,548,566
21120,3/5/2023 12:00:00 AM,1,413,437
21120,3/6/2023 12:00:00 AM,2,578,606
21120,3/9/2023 12:00:00 AM,1,466,481
21120,3/10/2023 12:00:00 AM,1,446,467
21120,3/11/2023 12:00:00 AM,1,323,338
21120,3/12/2023 12:00:00 AM,1,492,516
21120,3/13/2023 12:00:00 AM,1,394,415
21120,3/14/2023 12:00:00 AM,1,416,441
21120,3/16/2023 12:00:00 AM,1,443,471
21120,3/17/2023 12:00:00 AM,1,335,351
21120,3/18/2023 12:00:00 AM,1,381,423
21120,3/19/2023 12:00:00 AM,2,546,588
21120,3/20/2023 12:00:00 AM,1,317,329
21120,3/21/2023 12:00:00 AM,1,417,447
21120,3/22/2023 12:00:00 AM,1,346,375
21121,3/9/2023 12:00:00 AM,1,73,77
21121,3/13/2023 12:00:00 AM,1,348,356
21122,2/28/2023 12:00:00 AM,1,59,61
21122,3/1/2023 12:00:00 AM,1,441,465
21122,3/6/2023 12:00:00 AM,1,88,91
21122,3/7/2023 12:00:00 AM,1,138,141
21123,2/28/2023 12:00:00 AM,1,494,518
21123,3/1/2023 12:00:00 AM,1,483,507
21123,3/2/2023 12:00:00 AM,1,451,476
21123,3/3/2023 12:00:00 AM,1,516,584
21123,3/4/2023 12:00:00 AM,1,387,404
21123,3/5/2023 12:00:00 AM,1,533,562
21123,3/6/2023 12:00:00 AM,1,489,511
21123,3/7/2023 12:00:00 AM,1,594,620
21123,3/8/2023 12:00:00 AM,1,282,298
21123,3/9/2023 12:00:00 AM,1,429,441
21123,3/10/2023 12:00:00 AM,1,451,492
21123,3/11/2023 12:00:00 AM,1,489,507
21123,3/12/2023 12:00:00 AM,1,647,709
21123,3/13/2023 12:00:00 AM,1,477,495
21123,3/14/2023 12:00:00 AM,1,553,576
21123,3/15/2023 12:00:00 AM,1,531,560
21123,3/16/2023 12:00:00 AM,1,395,418
21123,3/18/2023 12:00:00 AM,1,500,530
21123,3/19/2023 12:00:00 AM,1,506,536
21123,3/20/2023 12:00:00 AM,1,471,543
21124,2/28/2023 12:00:00 AM,1,483,521
21124,3/1/2023 12:00:00 AM,1,515,537
21124,3/2/2023 12:00:00 AM,1,494,524
21124,3/3/2023 12:00:00 AM,1,507,520
21124,3/4/2023 12:00:00 AM,1,536,558
21124,3/5/2023 12:00:00 AM,1,516,534
21124,3/6/2023 12:00:00 AM,1,466,489
21124,3/7/2023 12:00:00 AM,1,515,557
21124,3/8/2023 12:00:00 AM,1,486,508
21124,3/9/2023 12:00:00 AM,1,493,514
21124,3/10/2023 12:00:00 AM,1,489,517
21124,3/11/2023 12:00:00 AM,1,453,461
21124,3/12/2023 12:00:00 AM,2,585,623
21124,3/14/2023 12:00:00 AM,1,500,525
21124,3/15/2023 12:00:00 AM,2,542,567
21124,3/16/2023 12:00:00 AM,1,463,474
21124,3/17/2023 12:00:00 AM,1,388,420
21124,3/18/2023 12:00:00 AM,1,469,487
21124,3/19/2023 12:00:00 AM,1,488,514
21124,3/20/2023 12:00:00 AM,1,445,469
21124,3/21/2023 12:00:00 AM,1,445,477
21124,3/22/2023 12:00:00 AM,1,474,501
21125,3/3/2023 12:00:00 AM,1,233,242
21125,3/12/2023 12:00:00 AM,1,400,413
21201,2/28/2023 12:00:00 AM,1,327,363
21201,3/1/2023 12:00:00 AM,1,408,444
21201,3/2/2023 12:00:00 AM,1,397,421
21201,3/3/2023 12:00:00 AM,1,394,416
21201,3/4/2023 12:00:00 AM,1,453,480
21201,3/5/2023 12:00:00 AM,2,371,397
21201,3/6/2023 12:00:00 AM,1,414,457
21201,3/7/2023 12:00:00 AM,1,463,471
21201,3/8/2023 12:00:00 AM,1,463,495
21201,3/9/2023 12:00:00 AM,1,381,424
21201,3/10/2023 12:00:00 AM,1,456,483
21201,3/11/2023 12:00:00 AM,1,456,480
21201,3/12/2023 12:00:00 AM,1,492,514
21201,3/13/2023 12:00:00 AM,1,426,442
21201,3/14/2023 12:00:00 AM,1,412,431
21201,3/15/2023 12:00:00 AM,2,456,497
21201,3/16/2023 12:00:00 AM,1,377,401
21201,3/17/2023 12:00:00 AM,1,400,404
21201,3/18/2023 12:00:00 AM,1,465,497
21201,3/19/2023 12:00:00 AM,1,499,551
21201,3/20/2023 12:00:00 AM,2,323,341
21201,3/21/2023 12:00:00 AM,2,392,434
21201,3/22/2023 12:00:00 AM,2,355,391
21202,2/28/2023 12:00:00 AM,1,520,533
21202,3/1/2023 12:00:00 AM,1,527,534
21202,3/2/2023 12:00:00 AM,1,497,536
21202,3/3/2023 12:00:00 AM,1,455,468
21202,3/4/2023 12:00:00 AM,1,508,513
21202,3/5/2023 12:00:00 AM,1,623,659
21202,3/6/2023 12:00:00 AM,1,533,552
21202,3/7/2023 12:00:00 AM,1,474,498
21202,3/8/2023 12:00:00 AM,1,464,521
21202,3/9/2023 12:00:00 AM,1,542,554
21202,3/10/2023 12:00:00 AM,2,673,685
21202,3/11/2023 12:00:00 AM,1,440,458
21202,3/12/2023 12:00:00 AM,1,682,706
21202,3/13/2023 12:00:00 AM,1,494,512
21202,3/14/2023 12:00:00 AM,1,642,657
21202,3/15/2023 12:00:00 AM,1,560,607
21202,3/16/2023 12:00:00 AM,1,699,716
21202,3/17/2023 12:00:00 AM,2,546,578
21202,3/18/2023 12:00:00 AM,1,542,560
21202,3/19/2023 12:00:00 AM,1,674,710
21202,3/20/2023 12:00:00 AM,1,513,525
21202,3/21/2023 12:00:00 AM,1,481,503
21202,3/22/2023 12:00:00 AM,1,540,552
21203,2/28/2023 12:00:00 AM,1,514,551
21203,3/1/2023 12:00:00 AM,1,428,459
21203,3/2/2023 12:00:00 AM,1,420,453
21203,3/3/2023 12:00:00 AM,1,472,502
21203,3/4/2023 12:00:00 AM,1,595,669
21203,3/5/2023 12:00:00 AM,1,601,643
21203,3/6/2023 12:00:00 AM,1,465,526
21203,3/7/2023 12:00:00 AM,1,523,571
21203,3/8/2023 12:00:00 AM,1,415,487
21203,3/9/2023 12:00:00 AM,1,454,493
21203,3/10/2023 12:00:00 AM,1,549,596
21203,3/11/2023 12:00:00 AM,2,693,741
21203,3/12/2023 12:00:00 AM,2,1015,1086
21203,3/13/2023 12:00:00 AM,2,614,654
21203,3/14/2023 12:00:00 AM,1,479,546
21203,3/15/2023 12:00:00 AM,1,520,559
21203,3/16/2023 12:00:00 AM,1,588,635
21203,3/17/2023 12:00:00 AM,2,614,656
21203,3/18/2023 12:00:00 AM,1,556,592
21203,3/19/2023 12:00:00 AM,1,503,544
21203,3/20/2023 12:00:00 AM,1,376,406
21203,3/21/2023 12:00:00 AM,1,559,597
21203,3/22/2023 12:00:00 AM,1,419,460
21205,2/28/2023 12:00:00 AM,1,322,354
21205,3/1/2023 12:00:00 AM,1,381,426
21205,3/2/2023 12:00:00 AM,1,368,395
21205,3/4/2023 12:00:00 AM,2,549,617
21205,3/5/2023 12:00:00 AM,2,563,597
21205,3/6/2023 12:00:00 AM,1,528,561
21205,3/7/2023 12:00:00 AM,1,463,502
21205,3/8/2023 12:00:00 AM,1,442,479
21205,3/9/2023 12:00:00 AM,1,490,542
21205,3/11/2023 12:00:00 AM,1,477,522
21205,3/12/2023 12:00:00 AM,1,597,632
21205,3/13/2023 12:00:00 AM,1,492,531
21205,3/14/2023 12:00:00 AM,1,467,489
21205,3/15/2023 12:00:00 AM,1,517,571
21205,3/16/2023 12:00:00 AM,1,379,408
21205,3/18/2023 12:00:00 AM,1,300,315
21205,3/19/2023 12:00:00 AM,1,470,517
21205,3/20/2023 12:00:00 AM,1,374,412
21205,3/21/2023 12:00:00 AM,1,388,411
21205,3/22/2023 12:00:00 AM,1,316,348
21211,2/28/2023 12:00:00 AM,1,543,575
21211,3/1/2023 12:00:00 AM,1,459,484
21211,3/2/2023 12:00:00 AM,1,393,396
21211,3/3/2023 12:00:00 AM,1,505,529
21211,3/4/2023 12:00:00 AM,1,526,545
21211,3/5/2023 12:00:00 AM,1,559,581
21211,3/6/2023 12:00:00 AM,1,481,499
21211,3/7/2023 12:00:00 AM,1,528,556
21211,3/8/2023 12:00:00 AM,1,507,521
21211,3/9/2023 12:00:00 AM,1,509,522
21211,3/10/2023 12:00:00 AM,1,440,454
21211,3/11/2023 12:00:00 AM,1,557,580
21211,3/12/2023 12:00:00 AM,1,613,631
21211,3/13/2023 12:00:00 AM,1,528,538
21211,3/14/2023 12:00:00 AM,1,494,508
21211,3/15/2023 12:00:00 AM,1,538,552
21211,3/16/2023 12:00:00 AM,1,546,565
21211,3/17/2023 12:00:00 AM,1,566,601
21211,3/18/2023 12:00:00 AM,1,562,581
21211,3/19/2023 12:00:00 AM,1,548,560
21212,2/28/2023 12:00:00 AM,1,465,499
21212,3/1/2023 12:00:00 AM,1,424,485
21212,3/2/2023 12:00:00 AM,1,487,512
21212,3/3/2023 12:00:00 AM,1,388,425
21212,3/4/2023 12:00:00 AM,1,477,549
21212,3/5/2023 12:00:00 AM,1,502,544
21212,3/6/2023 12:00:00 AM,1,415,430
21212,3/7/2023 12:00:00 AM,1,419,451
21212,3/8/2023 12:00:00 AM,1,269,284
21212,3/9/2023 12:00:00 AM,1,469,534
21212,3/10/2023 12:00:00 AM,1,407,453
21212,3/11/2023 12:00:00 AM,1,416,430
21212,3/12/2023 12:00:00 AM,1,460,473
21212,3/13/2023 12:00:00 AM,1,546,583
21212,3/14/2023 12:00:00 AM,2,406,433
21212,3/15/2023 12:00:00 AM,1,499,543
21212,3/18/2023 12:00:00 AM,1,528,606
21212,3/19/2023 12:00:00 AM,1,428,458
21212,3/20/2023 12:00:00 AM,1,384,425
21212,3/21/2023 12:00:00 AM,1,392,413
21212,3/22/2023 12:00:00 AM,1,447,464
21213,2/28/2023 12:00:00 AM,1,482,522
21213,3/1/2023 12:00:00 AM,1,438,484
21213,3/2/2023 12:00:00 AM,2,599,657
21213,3/3/2023 12:00:00 AM,1,445,509
21213,3/4/2023 12:00:00 AM,1,497,539
21213,3/5/2023 12:00:00 AM,1,518,571
21213,3/6/2023 12:00:00 AM,1,485,512
21213,3/7/2023 12:00:00 AM,1,418,444
21213,3/8/2023 12:00:00 AM,1,478,527
21213,3/9/2023 12:00:00 AM,1,506,543
21213,3/10/2023 12:00:00 AM,1,396,420
21213,3/11/2023 12:00:00 AM,1,413,451
21213,3/12/2023 12:00:00 AM,1,502,558
21213,3/13/2023 12:00:00 AM,2,530,591
21213,3/14/2023 12:00:00 AM,1,433,502
21213,3/15/2023 12:00:00 AM,1,427,480
21213,3/16/2023 12:00:00 AM,2,560,608
21213,3/17/2023 12:00:00 AM,1,457,478
21213,3/18/2023 12:00:00 AM,1,564,629
21213,3/19/2023 12:00:00 AM,1,427,474
21213,3/20/2023 12:00:00 AM,1,494,584
21213,3/21/2023 12:00:00 AM,1,433,460
21213,3/22/2023 12:00:00 AM,1,466,505
21214,3/2/2023 12:00:00 AM,1,350,362
21214,3/3/2023 12:00:00 AM,1,596,617
21214,3/4/2023 12:00:00 AM,1,403,415
21214,3/5/2023 12:00:00 AM,2,435,466
21214,3/6/2023 12:00:00 AM,1,465,475
21214,3/7/2023 12:00:00 AM,1,559,574
21215,2/28/2023 12:00:00 AM,1,420,425
21215,3/1/2023 12:00:00 AM,1,468,498
21215,3/2/2023 12:00:00 AM,1,419,422
21215,3/3/2023 12:00:00 AM,1,509,519
21215,3/4/2023 12:00:00 AM,1,590,608
21215,3/5/2023 12:00:00 AM,1,587,598
21215,3/6/2023 12:00:00 AM,1,330,345
21215,3/7/2023 12:00:00 AM,1,488,494
21215,3/8/2023 12:00:00 AM,1,465,480
21215,3/9/2023 12:00:00 AM,1,428,440
21215,3/10/2023 12:00:00 AM,1,248,256
21215,3/11/2023 12:00:00 AM,1,484,524
21215,3/12/2023 12:00:00 AM,1,587,647
21215,3/13/2023 12:00:00 AM,1,569,623
21215,3/14/2023 12:00:00 AM,1,282,317
21215,3/15/2023 12:00:00 AM,1,697,752
21215,3/16/2023 12:00:00 AM,1,563,605
21215,3/17/2023 12:00:00 AM,1,335,363
21215,3/18/2023 12:00:00 AM,1,432,449
21215,3/19/2023 12:00:00 AM,1,377,396
21215,3/20/2023 12:00:00 AM,1,416,428
21215,3/21/2023 12:00:00 AM,1,519,525
21215,3/22/2023 12:00:00 AM,1,478,505
21216,2/28/2023 12:00:00 AM,1,318,333
21216,3/1/2023 12:00:00 AM,1,377,397
21216,3/2/2023 12:00:00 AM,1,458,483
21216,3/3/2023 12:00:00 AM,1,385,392
21216,3/4/2023 12:00:00 AM,1,493,511
21216,3/5/2023 12:00:00 AM,1,522,542
21216,3/6/2023 12:00:00 AM,1,396,437
21216,3/7/2023 12:00:00 AM,1,404,418
21216,3/8/2023 12:00:00 AM,1,422,436
21216,3/9/2023 12:00:00 AM,1,446,457
21216,3/10/2023 12:00:00 AM,1,360,378
21216,3/11/2023 12:00:00 AM,1,671,693
21216,3/12/2023 12:00:00 AM,1,433,450
21216,3/13/2023 12:00:00 AM,1,338,368
21216,3/14/2023 12:00:00 AM,1,604,642
21216,3/15/2023 12:00:00 AM,1,434,478
21216,3/16/2023 12:00:00 AM,1,510,540
21216,3/17/2023 12:00:00 AM,1,262,278
21216,3/18/2023 12:00:00 AM,1,450,490
21216,3/19/2023 12:00:00 AM,1,491,556
21216,3/20/2023 12:00:00 AM,1,381,407
21216,3/21/2023 12:00:00 AM,1,350,383
21216,3/22/2023 12:00:00 AM,1,336,342
21217,2/28/2023 12:00:00 AM,1,446,469
21217,3/1/2023 12:00:00 AM,1,391,423
21217,3/2/2023 12:00:00 AM,1,405,469
21217,3/3/2023 12:00:00 AM,1,375,406
21217,3/4/2023 12:00:00 AM,1,416,438
21217,3/5/2023 12:00:00 AM,1,395,424
21217,3/6/2023 12:00:00 AM,1,271,287
21217,3/7/2023 12:00:00 AM,1,467,487
21217,3/8/2023 12:00:00 AM,1,465,497
21217,3/9/2023 12:00:00 AM,1,448,496
21217,3/10/2023 12:00:00 AM,1,415,425
21217,3/11/2023 12:00:00 AM,1,349,391
21217,3/12/2023 12:00:00 AM,1,356,371
21217,3/13/2023 12:00:00 AM,1,323,326
21217,3/14/2023 12:00:00 AM,1,403,432
21217,3/15/2023 12:00:00 AM,1,432,448
21217,3/16/2023 12:00:00 AM,1,437,487
21217,3/17/2023 12:00:00 AM,1,528,562
21217,3/18/2023 12:00:00 AM,1,447,500
21217,3/19/2023 12:00:00 AM,1,409,431
21217,3/20/2023 12:00:00 AM,1,417,424
21217,3/21/2023 12:00:00 AM,1,422,461
21218,2/28/2023 12:00:00 AM,1,439,520
21218,3/1/2023 12:00:00 AM,1,478,521
21218,3/2/2023 12:00:00 AM,1,439,471
21218,3/3/2023 12:00:00 AM,1,391,434
21218,3/4/2023 12:00:00 AM,1,435,505
21218,3/5/2023 12:00:00 AM,1,355,421
21218,3/6/2023 12:00:00 AM,1,406,459
21218,3/7/2023 12:00:00 AM,1,391,470
21218,3/8/2023 12:00:00 AM,2,543,655
21218,3/9/2023 12:00:00 AM,1,400,454
21218,3/10/2023 12:00:00 AM,1,411,477
21218,3/11/2023 12:00:00 AM,1,417,454
21218,3/12/2023 12:00:00 AM,2,417,451
21218,3/13/2023 12:00:00 AM,1,322,349
21218,3/14/2023 12:00:00 AM,1,290,309
21218,3/15/2023 12:00:00 AM,1,299,331
21218,3/16/2023 12:00:00 AM,1,383,428
21218,3/17/2023 12:00:00 AM,1,338,367
21218,3/18/2023 12:00:00 AM,1,512,555
21218,3/19/2023 12:00:00 AM,1,626,725
21218,3/20/2023 12:00:00 AM,1,472,523
21218,3/21/2023 12:00:00 AM,1,540,621
21218,3/22/2023 12:00:00 AM,1,551,636
21219,2/28/2023 12:00:00 AM,1,394,425
21219,3/1/2023 12:00:00 AM,1,396,451
21219,3/2/2023 12:00:00 AM,1,308,317
21219,3/3/2023 12:00:00 AM,1,434,473
21219,3/7/2023 12:00:00 AM,1,78,80
21219,3/8/2023 12:00:00 AM,1,70,73
21220,2/28/2023 12:00:00 AM,2,606,644
21220,3/1/2023 12:00:00 AM,1,390,405
21220,3/2/2023 12:00:00 AM,2,632,661
21220,3/3/2023 12:00:00 AM,1,411,423
21220,3/4/2023 12:00:00 AM,1,450,462
21220,3/5/2023 12:00:00 AM,1,440,456
21220,3/6/2023 12:00:00 AM,2,289,298
21220,3/7/2023 12:00:00 AM,1,480,490
21220,3/8/2023 12:00:00 AM,1,457,471
21220,3/9/2023 12:00:00 AM,1,467,492
21220,3/10/2023 12:00:00 AM,1,474,497
21220,3/11/2023 12:00:00 AM,1,546,569
21220,3/12/2023 12:00:00 AM,1,563,566
21220,3/13/2023 12:00:00 AM,1,461,469
21220,3/14/2023 12:00:00 AM,2,432,447
21220,3/15/2023 12:00:00 AM,1,506,514
21220,3/16/2023 12:00:00 AM,1,573,583
21220,3/17/2023 12:00:00 AM,1,502,516
21220,3/18/2023 12:00:00 AM,1,239,247
21220,3/20/2023 12:00:00 AM,1,407,420
21220,3/21/2023 12:00:00 AM,1,455,463
21220,3/22/2023 12:00:00 AM,1,462,591
21221,2/28/2023 12:00:00 AM,1,447,464
21221,3/1/2023 12:00:00 AM,1,513,538
21221,3/2/2023 12:00:00 AM,1,500,532
